Title,Author1,Date,Publisher,DOI
Couple collaboration,Li He,April 2013,CHI EA '13: CHI '13 Extended Abstracts on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/2468356.2479494
SEM '05: Proceedings of the 5th international workshop on Software engineering and middleware,Elisabetta Di Nitto,September 2005,No publisher,No doi
Collaboration Drives Individual Productivity,Goran Murić,Public Access,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 3, Issue CSCW",https://dl.acm.org/doi/10.1145/3359176
Itinerarium,Patrizia Marti,October 2016,NordiCHI '16: Proceedings of the 9th Nordic Conference on Human-Computer Interaction,https://dl.acm.org/doi/10.1145/2971485.2996474
On the Shoulder of the Giant,Thammathip Piumsomboon,May 2019,CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3290605.3300458
Coping with learning styles during organizational changes,Mari Carmen Puerta Melguizo,August 2010,ECCE '10: Proceedings of the 28th Annual European Conference on Cognitive Ergonomics,https://dl.acm.org/doi/10.1145/1962300.1962378
A design space analysis of availability-sharing systems,Juan David Hincapié-Ramos,October 2011,UIST '11: Proceedings of the 24th annual ACM symposium on User interface software and technology,https://dl.acm.org/doi/10.1145/2047196.2047207
Federated Identity Management and Interoperability for Heterogeneous Cloud Platform Ecosystems,Nirojan Selvanathan,Open Access,"ARES '19: Proceedings of the 14th International Conference on Availability, Reliability and Security",https://dl.acm.org/doi/10.1145/3339252.3341492
Design for Social Control of Shared Media: A Comparative Study of Five Concepts,Melanie Berger,Open Access,NordiCHI '22: Nordic Human-Computer Interaction Conference,https://dl.acm.org/doi/10.1145/3546155.3546694
Open Social Based Collaborative Science Gateways,Wenjun Wu,May 2011,"CCGRID '11: Proceedings of the 2011 11th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",https://dl.acm.org/doi/10.1109/CCGrid.2011.43
MDM '05: Proceedings of the 6th international workshop on Multimedia data mining: mining integrated media and complex data,Fatma Bouali,August 2005,No publisher,No doi
On the Shoulder of the Giant,Thammathip Piumsomboon,May 2019,CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3290605.3300458
Coping with learning styles during organizational changes,Mari Carmen Puerta Melguizo,August 2010,ECCE '10: Proceedings of the 28th Annual European Conference on Cognitive Ergonomics,https://dl.acm.org/doi/10.1145/1962300.1962378
Evaluation of collaborative construction in mixed reality,Breght R. Boschker,October 2005,EGVE'05: Proceedings of the 11th Eurographics conference on Virtual Environments,https://dl.acm.org/doi/10.5555/2385984.2386009
A containerized analytics framework for data and compute-intensive pipeline applications,Yuriy Kaniovskyi,May 2017,BeyondMR'17: Proceedings of the 4th ACM SIGMOD Workshop on Algorithms and Systems for MapReduce and Beyond,https://dl.acm.org/doi/10.1145/3070607.3070613
Facilitating the reuse process in distributed collaboration,Syavash Nobarany,February 2012,CSCW '12: Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work,https://dl.acm.org/doi/10.1145/2145204.2145388
Qanaat,Mohammad Javad Amiri,July 2022,"Proceedings of the VLDB Endowment (PVLDB), Volume 15, Issue 11",https://dl.acm.org/doi/10.14778/3551793.3551835
LiveSphere,Shohei Nagai,January 2015,"TEI '15: Proceedings of the Ninth International Conference on Tangible, Embedded, and Embodied Interaction",https://dl.acm.org/doi/10.1145/2677199.2680549
Cosen: Efficient Collaborative Sensing with Heterogeneous Neighboring IoT Devices,Xingyu Feng,September 2023,ACM TURC '23: Proceedings of the ACM Turing Award Celebration Conference - China 2023,https://dl.acm.org/doi/10.1145/3603165.3607386
Trustworthy interaction balancing in mixed service-oriented systems,Florian Skopik,March 2010,SAC '10: Proceedings of the 2010 ACM Symposium on Applied Computing,https://dl.acm.org/doi/10.1145/1774088.1774255
Topic maps as a tool for facilitating collaborative work pedagogy in knowledge management systems,Victor Obionwu,Open Access,ICICM '22: Proceedings of the 12th International Conference on Information Communication and Management,https://dl.acm.org/doi/10.1145/3551690.3551699
An interoperability model for collaborative development of distributed supply chain simulations,Juan L. Sarli,December 2018,WSC '18: Proceedings of the 2018 Winter Simulation Conference,https://dl.acm.org/doi/10.5555/3320516.3321085
Carenet,Peilong Li,July 2017,"CHASE '17: Proceedings of the Second IEEE/ACM International Conference on Connected Health: Applications, Systems and Engineering Technologies",https://dl.acm.org/doi/10.1109/CHASE.2017.121
Designing for Collaborative Non-Driving Related Activities in Future Cars: Fairness and Team Performance,Melanie Berger,Open Access,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 7, Issue MHCI",https://dl.acm.org/doi/10.1145/3604249
WebSplitter,Richard Han,December 2000,CSCW '00: Proceedings of the 2000 ACM conference on Computer supported cooperative work,https://dl.acm.org/doi/10.1145/358916.358993
Performative prototyping in collaborative mixed reality environments: an embodied design method for ideation and development in virtual reality.,Joris Weijdom,Open Access,"TEI '22: Proceedings of the Sixteenth International Conference on Tangible, Embedded, and Embodied Interaction",https://dl.acm.org/doi/10.1145/3490149.3501316
Interaction design in a complex context,Oscar Frykholm,October 2012,NordiCHI '12: Proceedings of the 7th Nordic Conference on Human-Computer Interaction: Making Sense Through Design,https://dl.acm.org/doi/10.1145/2399016.2399070
Non-Uniform Information Access in Collaborative Information Retrieval,Nyi Nyi Htun,February 2018,"ACM SIGIR Forum (SIGIR), Volume 51, Issue 3",https://dl.acm.org/doi/10.1145/3190580.3190607
WebSplitter,Richard Han,December 2000,CSCW '00: Proceedings of the 2000 ACM conference on Computer supported cooperative work,https://dl.acm.org/doi/10.1145/358916.358993
Augmented Collaboration in Shared Space Design with Shared Attention and Manipulation,Yoonjeong Cha,October 2018,UIST '18 Adjunct: Adjunct Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology,https://dl.acm.org/doi/10.1145/3266037.3266086
Spacedesign,Michele Fiorentino,September 2002,ISMAR '02: Proceedings of the 1st International Symposium on Mixed and Augmented Reality,https://dl.acm.org/doi/10.5555/850976.854976
LiveSphere,Shohei Nagai,January 2015,"TEI '15: Proceedings of the Ninth International Conference on Tangible, Embedded, and Embodied Interaction",https://dl.acm.org/doi/10.1145/2677199.2680549
PiVOT,Abhijit Karnik,October 2012,UIST '12: Proceedings of the 25th annual ACM symposium on User interface software and technology,https://dl.acm.org/doi/10.1145/2380116.2380151
Performative prototyping in collaborative mixed reality environments: an embodied design method for ideation and development in virtual reality.,Joris Weijdom,Open Access,"TEI '22: Proceedings of the Sixteenth International Conference on Tangible, Embedded, and Embodied Interaction",https://dl.acm.org/doi/10.1145/3490149.3501316
ReticularSpaces,Jakob Bardram,May 2012,CHI '12: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/2207676.2208689
Conception de systèmes collaboratifs multimodaux,Frédéric Jourde,September 2008,IHM '08: Proceedings of the 20th Conference on l'Interaction Homme-Machine,https://dl.acm.org/doi/10.1145/1512714.1512738
Distributed interaction,Jakob E. Bardram,June 2012,EICS '12: Proceedings of the 4th ACM SIGCHI symposium on Engineering interactive computing systems,https://dl.acm.org/doi/10.1145/2305484.2305487
When Tablets meet Tabletops,Johannes Zagermann,May 2016,CHI '16: Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/2858036.2858224
Unlocking the Non-deterministic Computing Power with Memory-Elastic Multi-Exit Neural Networks,Jiaming Huang,May 2024,WWW '24: Proceedings of the ACM on Web Conference 2024,https://dl.acm.org/doi/10.1145/3589334.3645340
Topic maps as a tool for facilitating collaborative work pedagogy in knowledge management systems,Victor Obionwu,Open Access,ICICM '22: Proceedings of the 12th International Conference on Information Communication and Management,https://dl.acm.org/doi/10.1145/3551690.3551699
Building Big Data Processing and Visualization Pipeline through Apache Zeppelin,Yanzhe Cheng,July 2018,PEARC '18: Proceedings of the Practice and Experience on Advanced Research Computing,https://dl.acm.org/doi/10.1145/3219104.3229288
Managing Heterogeneous and Time-Sensitive IoT Applications through Collaborative and Energy-Aware Resource Allocation,Tiago C. S. Xavier,February 2022,"ACM Transactions on Internet of Things (TIOT), Volume 3, Issue 2",https://dl.acm.org/doi/10.1145/3488248
Trustful Coopetitive Infrastructures for the New Space Exploration Era,Renan Lima Baima,Open Access,SAC '24: Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,https://dl.acm.org/doi/10.1145/3605098.3635887
A semi-automated approach to foster the validation of collaborative networks of cyber-physical systems,Marian Daun,May 2018,SEsCPS '18: Proceedings of the 4th International Workshop on Software Engineering for Smart Cyber-Physical Systems,https://dl.acm.org/doi/10.1145/3196478.3196483
Invited - The case for embedded scalable platforms,Luca P. Carloni,Public Access,DAC '16: Proceedings of the 53rd Annual Design Automation Conference,https://dl.acm.org/doi/10.1145/2897937.2905018
Heterogeneity in harmony,Eric Cook,November 2005,GROUP '05: Proceedings of the 2005 ACM International Conference on Supporting Group Work,https://dl.acm.org/doi/10.1145/1099203.1099265
Hybrid Use of Asynchronous and Synchronous Interaction for Collaborative Creation,Sang Won Lee,October 2017,UIST '17 Adjunct: Adjunct Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology,https://dl.acm.org/doi/10.1145/3131785.3131841
A semi-automated approach to foster the validation of collaborative networks of cyber-physical systems,Marian Daun,May 2018,SEsCPS '18: Proceedings of the 4th International Workshop on Software Engineering for Smart Cyber-Physical Systems,https://dl.acm.org/doi/10.1145/3196478.3196483
GlucoMaker: Enabling Collaborative Customization of Glucose Monitors,Sabrina Lakhdhir,May 2024,CHI '24: Proceedings of the CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3613904.3642435
FLAP - A Federated Learning Framework for Attribute-based Access Control Policies,Amani Abu Jabal,April 2023,CODASPY '23: Proceedings of the Thirteenth ACM Conference on Data and Application Security and Privacy,https://dl.acm.org/doi/10.1145/3577923.3583641
Explainable Recommendations via Attentive Multi-Persona Collaborative Filtering,Oren Barkan,September 2020,RecSys '20: Proceedings of the 14th ACM Conference on Recommender Systems,https://dl.acm.org/doi/10.1145/3383313.3412226
Social Recommendation with Self-Supervised Metagraph Informax Network,Xiaoling Long,October 2021,CIKM '21: Proceedings of the 30th ACM International Conference on Information & Knowledge Management,https://dl.acm.org/doi/10.1145/3459637.3482480
Gaining Impact with Mixed Reality in Industry – A Sustainable Approach,Fabian Holly,Open Access,ICCTA '22: Proceedings of the 2022 8th International Conference on Computer Technology Applications,https://dl.acm.org/doi/10.1145/3543712.3543729
A usage-based authorization framework for collaborative computing systems,Xinwen Zhang,June 2006,SACMAT '06: Proceedings of the eleventh ACM symposium on Access control models and technologies,https://dl.acm.org/doi/10.1145/1133058.1133084
Intelligent Data Collaboration in Heterogeneous-device IoT Platforms,Danfeng Sun,June 2021,"ACM Transactions on Sensor Networks (TOSN), Volume 17, Issue 3",https://dl.acm.org/doi/10.1145/3427912
Co-MEAL,Ramyar Saeedi,Public Access,"ACM-BCB '17: Proceedings of the 8th ACM International Conference on Bioinformatics, Computational Biology,and Health Informatics",https://dl.acm.org/doi/10.1145/3107411.3107430
Field report for Platform mBox: Designing an Open MMLA Platform,Zaibei Li,Open Access,LAK '24: Proceedings of the 14th Learning Analytics and Knowledge Conference,https://dl.acm.org/doi/10.1145/3636555.3636872
Fostering Equitable Help-Seeking for K-3 Students in Low Income and Rural Contexts,Judith Odili Uchidiuno,Open Access,CHI '21: Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3411764.3445144
Collaborative Security,Guozhu Meng,July 2015,"ACM Computing Surveys (CSUR), Volume 48, Issue 1",https://dl.acm.org/doi/10.1145/2785733
Articulating Co-Design in Museums,Luigina Ciolfi,February 2016,CSCW '16: Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing,https://dl.acm.org/doi/10.1145/2818048.2819967
Reality and Beyond: Proxemics as a Lens for Designing Handheld Collaborative Augmented Reality,Mille Skovhus Lunding,November 2023,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 7, Issue ISS",https://dl.acm.org/doi/10.1145/3626463
The Functional Architecture Design and Value Orientation of the Intelligent Tutoring System from the Perspective of Man-Machine Collaboration,Xi Zhao,March 2022,ICETM '21: Proceedings of the 2021 4th International Conference on Education Technology Management,https://dl.acm.org/doi/10.1145/3510309.3510320
Implementing widgets using sifteo cubes for visual modelling on tangible user interfaces,Yves Rangoni,June 2014,EICS '14: Proceedings of the 2014 ACM SIGCHI symposium on Engineering interactive computing systems,https://dl.acm.org/doi/10.1145/2607023.2610271
NSIIC,Wentong Zhang,March 2020,ICIT '19: Proceedings of the 2019 7th International Conference on Information Technology: IoT and Smart City,https://dl.acm.org/doi/10.1145/3377170.3377214
Innovative interoperability framework for enterprise applications within virtual enterprises,Nicolas Figay,October 2009,MEDES '09: Proceedings of the International Conference on Management of Emergent Digital EcoSystems,https://dl.acm.org/doi/10.1145/1643823.1643884
Privileged Graph Distillation for Cold Start Recommendation,Shuai Wang,July 2021,SIGIR '21: Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval,https://dl.acm.org/doi/10.1145/3404835.3462929
Towards Collaborative Continuous Benchmarking for HPC,Olga Pearce,Open Access,"SC-W '23: Proceedings of the SC '23 Workshops of The International Conference on High Performance Computing, Network, Storage, and Analysis",https://dl.acm.org/doi/10.1145/3624062.3624135
Towards Collaborative Continuous Benchmarking for HPC,Olga Pearce,Open Access,"SC-W '23: Proceedings of the SC '23 Workshops of The International Conference on High Performance Computing, Network, Storage, and Analysis",https://dl.acm.org/doi/10.1145/3624062.3624135
SIMBA,Wafaa Abou Moussa,May 2008,UbiMob '08: Proceedings of the 4th French-speaking conference on Mobility and ubiquity computing,https://dl.acm.org/doi/10.1145/1376971.1376977
A multi-view model-driven approach for packaging software components,Amine Lajmi,March 2010,SAC '10: Proceedings of the 2010 ACM Symposium on Applied Computing,https://dl.acm.org/doi/10.1145/1774088.1774565
Implementing widgets using sifteo cubes for visual modelling on tangible user interfaces,Yves Rangoni,June 2014,EICS '14: Proceedings of the 2014 ACM SIGCHI symposium on Engineering interactive computing systems,https://dl.acm.org/doi/10.1145/2607023.2610271
A Neighborhood Overlap Based Approach for Service Provider Prioritization in a Directed Social IoT Service Network,Nishit Narang,January 2020,AIMS '20: Proceedings of the 1st ACM Workshop on Autonomous and Intelligent Mobile Systems,https://dl.acm.org/doi/10.1145/3377283.3377288
pFedPrompt: Learning Personalized Prompt for Vision-Language Models in Federated Learning,Tao Guo,April 2023,WWW '23: Proceedings of the ACM Web Conference 2023,https://dl.acm.org/doi/10.1145/3543507.3583518
Cloud Architecture Research and Design of CAM Collaborative Design Platform for Laser Processing,Weikuan Li,April 2023,"RICAI '22: Proceedings of the 2022 4th International Conference on Robotics, Intelligent Control and Artificial Intelligence",https://dl.acm.org/doi/10.1145/3584376.3584486
Feedback for guiding reflection on teamwork practices,Gilly Leshed,November 2007,GROUP '07: Proceedings of the 2007 ACM International Conference on Supporting Group Work,https://dl.acm.org/doi/10.1145/1316624.1316655
AMiner,Jie Tang,April 2016,WWW '16 Companion: Proceedings of the 25th International Conference Companion on World Wide Web,https://dl.acm.org/doi/10.1145/2872518.2890513
Duckling,Jianjun Yu,February 2012,CSCW '12: Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work Companion,https://dl.acm.org/doi/10.1145/2141512.2141592
Tracking and tracing containers through distributed sensor middleware,Klaas Thoelen,September 2008,Autonomics '08: Proceedings of the 2nd International Conference on Autonomic Computing and Communication Systems,https://dl.acm.org/doi/10.5555/1487652.1487677
Towards large-scale sharing of electronic health records of cancer patients,Praveen R. Rao,November 2010,IHI '10: Proceedings of the 1st ACM International Health Informatics Symposium,https://dl.acm.org/doi/10.1145/1882992.1883081
A Comprehensive Survey on Collaborative Data-access Enablers in the IIoT,Danfeng Sun,September 2023,"ACM Computing Surveys (CSUR), Volume 56, Issue 2",https://dl.acm.org/doi/10.1145/3612918
Discourse cohesion,Mihai Dascalu,March 2015,LAK '15: Proceedings of the Fifth International Conference on Learning Analytics And Knowledge,https://dl.acm.org/doi/10.1145/2723576.2723578
Social Media-Based Collaborative Information Access,Lynda Tamine,July 2016,HT '16: Proceedings of the 27th ACM Conference on Hypertext and Social Media,https://dl.acm.org/doi/10.1145/2914586.2914589
Transfer to Rank for Heterogeneous One-Class Collaborative Filtering,Weike Pan,January 2019,"ACM Transactions on Information Systems (TOIS), Volume 37, Issue 1",https://dl.acm.org/doi/10.1145/3243652
Empirical evaluation of multi-level buffer cache collaboration for storage systems,Zhifeng Chen,June 2005,SIGMETRICS '05: Proceedings of the 2005 ACM SIGMETRICS international conference on Measurement and modeling of computer systems,https://dl.acm.org/doi/10.1145/1064212.1064230
Analyzing and Evaluating Collaborative Processes using Case Studies in the Software Development Context,Julio Ariel Hurtado Alegría,September 2014,Interacción '14: Proceedings of the XV International Conference on Human Computer Interaction,https://dl.acm.org/doi/10.1145/2662253.2662267
Design issues and approach to internet-based monitoring and control systems,Vu Van Tan,June 2010,IEA/AIE'10: Proceedings of the 23rd international conference on Industrial engineering and other applications of applied intelligent systems - Volume Part I,https://dl.acm.org/doi/10.5555/1945758.1945815
ePlan Multi-Surface,Apoorve Chokshi,November 2014,ITS '14: Proceedings of the Ninth ACM International Conference on Interactive Tabletops and Surfaces,https://dl.acm.org/doi/10.1145/2669485.2669520
Integrating a multitouch kiosk system with mobile devices and multimodal interaction,Simon Bergweiler,November 2010,ITS '10: ACM International Conference on Interactive Tabletops and Surfaces,https://dl.acm.org/doi/10.1145/1936652.1936698
ePlan Multi-Surface,Apoorve Chokshi,November 2014,ITS '14: Proceedings of the Ninth ACM International Conference on Interactive Tabletops and Surfaces,https://dl.acm.org/doi/10.1145/2669485.2669520
Social Media-Based Collaborative Information Access,Lynda Tamine,July 2016,HT '16: Proceedings of the 27th ACM Conference on Hypertext and Social Media,https://dl.acm.org/doi/10.1145/2914586.2914589
Towards a multi-stakehoder engineering approach with adaptive modelling environments,Alfonso García Frey,June 2014,EICS '14: Proceedings of the 2014 ACM SIGCHI symposium on Engineering interactive computing systems,https://dl.acm.org/doi/10.1145/2607023.2610273
Creating software engineering student interaction profiles for discovering gamification approaches to improve collaboration,Antti Knutas,June 2014,CompSysTech '14: Proceedings of the 15th International Conference on Computer Systems and Technologies,https://dl.acm.org/doi/10.1145/2659532.2659612
Mixed-Reality for Object-Focused Remote Collaboration,Martin Feick,October 2018,UIST '18 Adjunct: Adjunct Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology,https://dl.acm.org/doi/10.1145/3266037.3266102
HoloPair,Ivo Sluganovic,December 2017,ACSAC '17: Proceedings of the 33rd Annual Computer Security Applications Conference,https://dl.acm.org/doi/10.1145/3134600.3134625
Sniper,Weihong Liu,August 2022,DAC '22: Proceedings of the 59th ACM/IEEE Design Automation Conference,https://dl.acm.org/doi/10.1145/3489517.3530474
Natural Voting Interactions for Collaborative Work with Mobile Devices,Romina Kühn,May 2016,CHI EA '16: Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/2851581.2892300
The Third International Workshop on Smart Data for Blockchain and Distributed Ledger (SDBD2021): Joint Workshop with SIGKDD 2021 Trust Day,Feida Zhu,August 2021,KDD '21: Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data Mining,https://dl.acm.org/doi/10.1145/3447548.3469441
A lightweight Java taskspaces framework for scientific computing on computational grids,H. De Sterck,March 2003,SAC '03: Proceedings of the 2003 ACM symposium on Applied computing,https://dl.acm.org/doi/10.1145/952532.952733
Establishing A Standard For Underwater Digital Acoustic Communications and Networks,Dale Green,October 2015,WUWNet '15: Proceedings of the 10th International Conference on Underwater Networks & Systems,https://dl.acm.org/doi/10.1145/2831296.2831333
Subjective evaluation of group user QoE in collaborative virtual environment (CVE),Bhagyabati Moharana,July 2022,MMVE '22: Proceedings of the 14th International Workshop on Immersive Mixed and Virtual Environment Systems,https://dl.acm.org/doi/10.1145/3534086.3534333
Supporting and transforming leadership in online creative collaboration,Kurt Luther,May 2009,GROUP '09: Proceedings of the 2009 ACM International Conference on Supporting Group Work,https://dl.acm.org/doi/10.1145/1531674.1531735
RC2,Yuanyuan Bao,November 2019,AIChallengeIoT'19: Proceedings of the First International Workshop on Challenges in Artificial Intelligence and Machine Learning for Internet of Things,https://dl.acm.org/doi/10.1145/3363347.3363359
Detecting Colluding Sybil Attackers in Robotic Networks Using Backscatters,Yong Huang,April 2021,"IEEE/ACM Transactions on Networking (TON), Volume 29, Issue 2",https://dl.acm.org/doi/10.1109/TNET.2020.3048126
Flexible Tool Support for Collaborative Design of Interactive Human-Machine Systems,Tilo Mentler,July 2015,ECCE '15: Proceedings of the European Conference on Cognitive Ergonomics 2015,https://dl.acm.org/doi/10.1145/2788412.2788431
Together in the Car: A Comparison of Five Concepts to Support Driver-Passenger Collaboration,Melanie Berger,Open Access,AutomotiveUI '22: Proceedings of the 14th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,https://dl.acm.org/doi/10.1145/3543174.3544940
Extensible middleware framework for multimodal interfaces in distributed environments,Vitor Fernandes,November 2007,ICMI '07: Proceedings of the 9th international conference on Multimodal interfaces,https://dl.acm.org/doi/10.1145/1322192.1322230
DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS),Balazs Andras Ivanyi,April 2023,CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3544548.3581285
The evaluation of the usability and effectiveness of TELERECS e-collaboration system,Wan Fatimah Wan Ahmad,April 2015,CHIuXiD '15: Proceedings of the International HCI and UX Conference in Indonesia,https://dl.acm.org/doi/10.1145/2742032.2742035
A Collaborative Virtual Reality System (VRS) with X3D Visualization for RAPID,Valerio Mascolino,July 2019,Web3D '19: Proceedings of the 24th International Conference on 3D Web Technology,https://dl.acm.org/doi/10.1145/3329714.3338135
A lightweight Java taskspaces framework for scientific computing on computational grids,H. De Sterck,March 2003,SAC '03: Proceedings of the 2003 ACM symposium on Applied computing,https://dl.acm.org/doi/10.1145/952532.952733
DUET: A Tuning-Free Device-Cloud Collaborative Parameters Generation Framework for Efficient Device Model Generalization,Zheqi Lv,April 2023,WWW '23: Proceedings of the ACM Web Conference 2023,https://dl.acm.org/doi/10.1145/3543507.3583451
An Activity Theory Analysis of Search & Rescue Collective Sensemaking and Planning Practices,Sultan A. Alharthi,Public Access,CHI '21: Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3411764.3445272
Flexible Tool Support for Collaborative Design of Interactive Human-Machine Systems,Tilo Mentler,July 2015,ECCE '15: Proceedings of the European Conference on Cognitive Ergonomics 2015,https://dl.acm.org/doi/10.1145/2788412.2788431
A Model of Team Trust in Human-Agent Teams,Anna-Sophie Ulfert,December 2020,ICMI '20 Companion: Companion Publication of the 2020 International Conference on Multimodal Interaction,https://dl.acm.org/doi/10.1145/3395035.3425959
Towards modeling individual and collaborative construction of jigsaws using task knowledge structures (TKS),Hilary Johnson,December 2003,"ACM Transactions on Computer-Human Interaction (TOCHI), Volume 10, Issue 4",https://dl.acm.org/doi/10.1145/966930.966934
Criterion-based Heterogeneous Collaborative Filtering for Multi-behavior Implicit Recommendation,Xiao Luo,Open Access,"ACM Transactions on Knowledge Discovery from Data (TKDD), Volume 18, Issue 1",https://dl.acm.org/doi/10.1145/3611310
Collaborative Support for Community Data Sharing,Gianluca Correndo,December 2008,WI-IAT '08: Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 03,https://dl.acm.org/doi/10.1109/WIIAT.2008.429
Subjective evaluation of group user QoE in collaborative virtual environment (CVE),Bhagyabati Moharana,July 2022,MMVE '22: Proceedings of the 14th International Workshop on Immersive Mixed and Virtual Environment Systems,https://dl.acm.org/doi/10.1145/3534086.3534333
Collaborative Cognitive Content Dissemination and Query in Heterogeneous Mobile Opportunistic Networks,Milena Radenkovic,October 2017,SMARTOBJECTS '17: Proceedings of the 3rd Workshop on Experiences with the Design and Implementation of Smart Objects,https://dl.acm.org/doi/10.1145/3127502.3127513
Calico,Douglas Blank,February 2012,SIGCSE '12: Proceedings of the 43rd ACM technical symposium on Computer Science Education,https://dl.acm.org/doi/10.1145/2157136.2157158
CoSim20,Giovanni Liboni,January 2021,ICBDM 2020: Proceedings of the 2020 International Conference on Big Data in Management,https://dl.acm.org/doi/10.1145/3437075.3437101
Authorization Federation in IaaS Multi Cloud,Navid Pustchi,April 2015,SCC '15: Proceedings of the 3rd International Workshop on Security in Cloud Computing,https://dl.acm.org/doi/10.1145/2732516.2732523
Collaborative manipulation,Anca D. Dragan,March 2013,HRI '13: Proceedings of the 8th ACM/IEEE international conference on Human-robot interaction,https://dl.acm.org/doi/10.5555/2447556.2447708
RC2,Yuanyuan Bao,November 2019,AIChallengeIoT'19: Proceedings of the First International Workshop on Challenges in Artificial Intelligence and Machine Learning for Internet of Things,https://dl.acm.org/doi/10.1145/3363347.3363359
We want more,Sami Vihavainen,May 2011,CHI '11: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/1978942.1978983
BoatAR,Yishuo Liu,November 2018,VRST '18: Proceedings of the 24th ACM Symposium on Virtual Reality Software and Technology,https://dl.acm.org/doi/10.1145/3281505.3283392
Communication around home-energy monitoring devices,Tawanna R. Dillahunt,September 2011,UbiComp '11: Proceedings of the 13th international conference on Ubiquitous computing,https://dl.acm.org/doi/10.1145/2030112.2030192
A Model Personalization-based Federated Learning Approach for Heterogeneous Participants with Variability in the Dataset,Rahul Mishra,December 2023,"ACM Transactions on Sensor Networks (TOSN), Volume 20, Issue 1",https://dl.acm.org/doi/10.1145/3629978
Communication around home-energy monitoring devices,Tawanna R. Dillahunt,September 2011,UbiComp '11: Proceedings of the 13th international conference on Ubiquitous computing,https://dl.acm.org/doi/10.1145/2030112.2030192
A programming environment with runtime energy characterization for energy-aware applications,Changjiu Xian,August 2007,ISLPED '07: Proceedings of the 2007 international symposium on Low power electronics and design,https://dl.acm.org/doi/10.1145/1283780.1283811
Usage and Effect of Eye Tracking in Remote Guidance,Chun Xiao,February 2021,OzCHI '20: Proceedings of the 32nd Australian Conference on Human-Computer Interaction,https://dl.acm.org/doi/10.1145/3441000.3441051
Data-Centric Collaborative Innovation to Address Social Problems: The Experience and Lessons of “Data for Social Good” Projects,Mei Jen Hung,June 2021,DG.O'21: DG.O2021: The 22nd Annual International Conference on Digital Government Research,https://dl.acm.org/doi/10.1145/3463677.3463745
3D helping hands,Franco Tecchia,December 2012,VRCAI '12: Proceedings of the 11th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and its Applications in Industry,https://dl.acm.org/doi/10.1145/2407516.2407590
Couples Designing their Living Room Together,Joon Gi Shin,February 2018,AH '18: Proceedings of the 9th Augmented Human International Conference,https://dl.acm.org/doi/10.1145/3174910.3174930
Co-activity manager,Steven Houben,May 2012,AVI '12: Proceedings of the International Working Conference on Advanced Visual Interfaces,https://dl.acm.org/doi/10.1145/2254556.2254633
BoatAR,Yishuo Liu,November 2018,VRST '18: Proceedings of the 24th ACM Symposium on Virtual Reality Software and Technology,https://dl.acm.org/doi/10.1145/3281505.3283392
Empirical analysis of federated learning in heterogeneous environments,Ahmed M. Abdelmoniem,April 2022,EuroMLSys '22: Proceedings of the 2nd European Workshop on Machine Learning and Systems,https://dl.acm.org/doi/10.1145/3517207.3526969
Towards Power Relationship Dynamics and Community Smells in the Proprietary Software Ecosystem,Bárbara Beato Ribeiro,September 2023,SBES '23: Proceedings of the XXXVII Brazilian Symposium on Software Engineering,https://dl.acm.org/doi/10.1145/3613372.3613374
